,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,wheelchair/wheelchair_08s.jpg,table/table_05s.jpg,yo-yo/yo-yo_04s.jpg,cow/cow_07s.jpg,computer/computer_07s.jpg,piano/piano_02n.jpg,ice_cream/ice_cream_08s.jpg,cheese/cheese_08s.jpg,cactus/cactus_05n.jpg,bandage/bandage_01b.jpg,refrigerator/refrigerator_08s.jpg,robot/robot_09s.jpg,table/table_04s.jpg,wasp/wasp_14s.jpg,dog/dog_02s.jpg,flamingo/flamingo_12s.jpg
0,blocked_1_b4.png,microwave/microwave_06s.jpg,table/table_03s.jpg,butterfly/butterfly_04s.jpg,banana/banana_06s.jpg,wheel/wheel_07s.jpg,candle/candle_11n.jpg,ladder/ladder_04s.jpg,corkscrew/corkscrew_05s.jpg,butterfly/butterfly_10s.jpg,knife/knife_09s.jpg,apple/apple_06s.jpg,ice_cream/ice_cream_05s.jpg,ice_cream/ice_cream_03s.jpg,motorcycle/motorcycle_06s.jpg,car/car_11s.jpg,candle/candle_08n.jpg
0,blocked_2_b4.png,duck/duck_03s.jpg,duck/duck_08s.jpg,butterfly/butterfly_14n.jpg,chair/chair_02s.jpg,skirt/skirt_12s.jpg,television/television_04s.jpg,car/car_11s.jpg,knife/knife_11s.jpg,cow/cow_15n.jpg,wine/wine_09s.jpg,carrot/carrot_04n.jpg,pillow/pillow_04s.jpg,piano/piano_07n.jpg,cow/cow_10s.jpg,banana/banana_10s.jpg,wheelchair/wheelchair_09n.jpg
0,blocked_3_b4.png,robot/robot_07s.jpg,cow/cow_10s.jpg,wine/wine_20s.jpg,pizza/pizza_06s.jpg,nose/nose_11s.jpg,wasp/wasp_04s.jpg,cactus/cactus_04s.jpg,duck/duck_11s.jpg,coffee/coffee_07s.jpg,duck/duck_03s.jpg,candle/candle_09n.jpg,gun/gun_12s.jpg,cheese/cheese_11s.jpg,skirt/skirt_04s.jpg,carrot/carrot_03s.jpg,wine/wine_01b.jpg
0,blocked_4_b4.png,chair/chair_09s.jpg,wheel/wheel_02s.jpg,nose/nose_04s.jpg,banana/banana_02s.jpg,cheese/cheese_10s.jpg,gun/gun_08n.jpg,sword/sword_07s.jpg,candle/candle_02n.jpg,motorcycle/motorcycle_07s.jpg,yo-yo/yo-yo_09s.jpg,banana/banana_07s.jpg,cheese/cheese_08s.jpg,chair/chair_10s.jpg,broccoli/broccoli_06s.jpg,tree/tree_06s.jpg,table/table_10n.jpg
0,blocked_5_b4.png,cactus/cactus_06s.jpg,motorcycle/motorcycle_08s.jpg,ice_cream/ice_cream_09s.jpg,flamingo/flamingo_18s.jpg,hockey_stick/hockey_stick_10s.jpg,nose/nose_11s.jpg,screwdriver/screwdriver_08s.jpg,candle/candle_09n.jpg,tree/tree_01b.jpg,nose/nose_10s.jpg,wine/wine_05s.jpg,flamingo/flamingo_08s.jpg,chair/chair_12s.jpg,sword/sword_03s.jpg,cow/cow_14n.jpg,flamingo/flamingo_14s.jpg
0,blocked_6_b4.png,yo-yo/yo-yo_03s.jpg,chair/chair_05s.jpg,apple/apple_06s.jpg,broccoli/broccoli_12s.jpg,screwdriver/screwdriver_15n.jpg,bucket/bucket_07s.jpg,chair/chair_09s.jpg,scarf/scarf_13s.jpg,nose/nose_11s.jpg,cheese/cheese_15s.jpg,scarf/scarf_02s.jpg,wasp/wasp_09n.jpg,stapler/stapler_01b.jpg,table/table_02s.jpg,nose/nose_11s.jpg,banana/banana_13s.jpg
0,blocked_7_b4.png,hat/hat_12s.jpg,broccoli/broccoli_04s.jpg,ice_cream/ice_cream_12s.jpg,paperclip/paperclip_12s.jpg,hat/hat_01b.jpg,pillow/pillow_09s.jpg,computer/computer_12s.jpg,dog/dog_11s.jpg,skirt/skirt_02s.jpg,wine/wine_17s.jpg,television/television_07s.jpg,gun/gun_07n.jpg,broccoli/broccoli_08s.jpg,refrigerator/refrigerator_01b.jpg,pizza/pizza_04s.jpg,tree/tree_01b.jpg
0,blocked_8_b4.png,skirt/skirt_15s.jpg,skirt/skirt_09s.jpg,yo-yo/yo-yo_04s.jpg,wasp/wasp_09n.jpg,apple/apple_02s.jpg,bucket/bucket_09n.jpg,screwdriver/screwdriver_07s.jpg,knife/knife_12s.jpg,pizza/pizza_14s.jpg,dog/dog_09s.jpg,tree/tree_10s.jpg,ladder/ladder_15s.jpg,screwdriver/screwdriver_09s.jpg,motorcycle/motorcycle_15n.jpg,cheese/cheese_13s.jpg,sword/sword_03s.jpg
0,blocked_9_b4.png,coffee/coffee_03s.jpg,table/table_06s.jpg,duck/duck_13s.jpg,motorcycle/motorcycle_11s.jpg,microwave/microwave_05s.jpg,coffee/coffee_06s.jpg,wasp/wasp_15n.jpg,robot/robot_07s.jpg,pizza/pizza_03s.jpg,broccoli/broccoli_13s.jpg,bucket/bucket_06n.jpg,scarf/scarf_11s.jpg,banana/banana_07s.jpg,flamingo/flamingo_10s.jpg,computer/computer_06n.jpg,box/box_09s.jpg
