,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,computer/computer_03n.jpg,television/television_06s.jpg,ice_cream/ice_cream_09s.jpg,yo-yo/yo-yo_04s.jpg,cheese/cheese_13s.jpg,flamingo/flamingo_14s.jpg,guitar/guitar_07s.jpg,overalls/overalls_12s.jpg,hat/hat_02s.jpg,cactus/cactus_06s.jpg,candle/candle_04n.jpg,butterfly/butterfly_14n.jpg,refrigerator/refrigerator_03s.jpg,apple/apple_11s.jpg,nose/nose_10s.jpg,banana/banana_12s.jpg
0,blocked_1_b4.png,hockey_stick/hockey_stick_11s.jpg,ear/ear_06s.jpg,skirt/skirt_12s.jpg,microwave/microwave_11s.jpg,chocolate/chocolate_13s.jpg,robot/robot_03n.jpg,dog/dog_12s.jpg,bandage/bandage_12s.jpg,paperclip/paperclip_06s.jpg,pizza/pizza_15n.jpg,nose/nose_01b.jpg,microwave/microwave_11s.jpg,coffee/coffee_01b.jpg,wine/wine_23s.jpg,flamingo/flamingo_09s.jpg,paperclip/paperclip_05s.jpg
0,blocked_2_b4.png,pizza/pizza_11s.jpg,bandage/bandage_12s.jpg,ear/ear_01b.jpg,pillow/pillow_05s.jpg,coffee/coffee_01b.jpg,basketball/basketball_07s.jpg,skirt/skirt_02s.jpg,sword/sword_09s.jpg,wheelchair/wheelchair_11n.jpg,cheese/cheese_11s.jpg,refrigerator/refrigerator_08s.jpg,yo-yo/yo-yo_07s.jpg,wheel/wheel_02s.jpg,robot/robot_15n.jpg,wine/wine_22s.jpg,tree/tree_04s.jpg
0,blocked_3_b4.png,wheelchair/wheelchair_12n.jpg,car/car_01b.jpg,table/table_09s.jpg,overalls/overalls_10s.jpg,paperclip/paperclip_12s.jpg,computer/computer_04s.jpg,cactus/cactus_07s.jpg,refrigerator/refrigerator_09s.jpg,yo-yo/yo-yo_07s.jpg,skirt/skirt_07s.jpg,yo-yo/yo-yo_12s.jpg,hockey_stick/hockey_stick_02s.jpg,pizza/pizza_13n.jpg,wine/wine_24s.jpg,cow/cow_11s.jpg,flamingo/flamingo_07s.jpg
0,blocked_4_b4.png,apple/apple_03s.jpg,knife/knife_09s.jpg,pillow/pillow_09s.jpg,scarf/scarf_05s.jpg,computer/computer_08s.jpg,television/television_02n.jpg,scarf/scarf_09s.jpg,overalls/overalls_08s.jpg,ladder/ladder_09s.jpg,screwdriver/screwdriver_02s.jpg,nose/nose_02s.jpg,car/car_12s.jpg,piano/piano_11n.jpg,sword/sword_11s.jpg,wasp/wasp_10s.jpg,screwdriver/screwdriver_03s.jpg
0,blocked_5_b4.png,paperclip/paperclip_07s.jpg,coffee/coffee_06s.jpg,pizza/pizza_09s.jpg,bandage/bandage_11s.jpg,stapler/stapler_08s.jpg,piano/piano_01b.jpg,bucket/bucket_12s.jpg,scarf/scarf_01s.jpg,knife/knife_02s.jpg,motorcycle/motorcycle_01b.jpg,sword/sword_07s.jpg,broccoli/broccoli_07s.jpg,apple/apple_08s.jpg,box/box_12s.jpg,screwdriver/screwdriver_08s.jpg,broccoli/broccoli_10s.jpg
0,blocked_6_b4.png,hockey_stick/hockey_stick_03s.jpg,overalls/overalls_06s.jpg,cow/cow_08s.jpg,wheel/wheel_03s.jpg,broccoli/broccoli_09s.jpg,nose/nose_08s.jpg,motorcycle/motorcycle_14n.jpg,paperclip/paperclip_03s.jpg,box/box_02s.jpg,hockey_stick/hockey_stick_03s.jpg,dog/dog_08s.jpg,guitar/guitar_06s.jpg,ladder/ladder_13s.jpg,wasp/wasp_10s.jpg,ladder/ladder_15s.jpg,yo-yo/yo-yo_13s.jpg
0,blocked_7_b4.png,yo-yo/yo-yo_04s.jpg,tree/tree_11s.jpg,robot/robot_11s.jpg,television/television_04s.jpg,banana/banana_02s.jpg,pizza/pizza_08s.jpg,sword/sword_01b.jpg,motorcycle/motorcycle_11s.jpg,ear/ear_05s.jpg,broccoli/broccoli_01b.jpg,wasp/wasp_15n.jpg,butterfly/butterfly_15n.jpg,dog/dog_12s.jpg,chair/chair_11s.jpg,box/box_11s.jpg,guitar/guitar_10s.jpg
0,blocked_8_b4.png,ladder/ladder_11s.jpg,broccoli/broccoli_10s.jpg,ice_cream/ice_cream_03s.jpg,wine/wine_08s.jpg,skirt/skirt_03s.jpg,hockey_stick/hockey_stick_05s.jpg,butterfly/butterfly_07s.jpg,screwdriver/screwdriver_03s.jpg,bandage/bandage_06s.jpg,basketball/basketball_02s.jpg,flamingo/flamingo_18s.jpg,butterfly/butterfly_09s.jpg,wine/wine_18s.jpg,basketball/basketball_05s.jpg,piano/piano_13n.jpg,hat/hat_08s.jpg
0,blocked_9_b4.png,piano/piano_08n.jpg,wasp/wasp_03s.jpg,flamingo/flamingo_15s.jpg,flamingo/flamingo_10s.jpg,computer/computer_09n.jpg,wheelchair/wheelchair_11n.jpg,skirt/skirt_09s.jpg,broccoli/broccoli_11s.jpg,ear/ear_10s.jpg,bandage/bandage_09s.jpg,car/car_08s.jpg,flamingo/flamingo_11s.jpg,wasp/wasp_15n.jpg,guitar/guitar_02s.jpg,cactus/cactus_07s.jpg,pizza/pizza_14s.jpg
