,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,dog/dog_03s.jpg,duck/duck_07s.jpg,wine/wine_13s.jpg,sword/sword_06s.jpg,gun/gun_02s.jpg,sword/sword_08s.jpg,stapler/stapler_05s.jpg,chocolate/chocolate_07s.jpg,banana/banana_08s.jpg,carrot/carrot_10n.jpg,car/car_12s.jpg,basketball/basketball_05s.jpg,computer/computer_10n.jpg,basketball/basketball_02s.jpg,computer/computer_07s.jpg,motorcycle/motorcycle_11s.jpg
0,blocked_1_b4.png,knife/knife_06s.jpg,cheese/cheese_15s.jpg,car/car_04s.jpg,table/table_11s.jpg,butterfly/butterfly_04s.jpg,motorcycle/motorcycle_02s.jpg,television/television_12s.jpg,stapler/stapler_11s.jpg,box/box_09s.jpg,nose/nose_08s.jpg,table/table_08s.jpg,wasp/wasp_14s.jpg,stapler/stapler_09s.jpg,banana/banana_13s.jpg,corkscrew/corkscrew_10s.jpg,hat/hat_11s.jpg
0,blocked_2_b4.png,dog/dog_03s.jpg,computer/computer_08s.jpg,coffee/coffee_10s.jpg,candle/candle_09n.jpg,butterfly/butterfly_05s.jpg,nose/nose_08s.jpg,overalls/overalls_06s.jpg,box/box_04s.jpg,piano/piano_04n.jpg,chair/chair_01b.jpg,hat/hat_10s.jpg,computer/computer_07s.jpg,ear/ear_03s.jpg,knife/knife_03s.jpg,cheese/cheese_01b.jpg,stapler/stapler_01b.jpg
0,blocked_3_b4.png,television/television_03s.jpg,wasp/wasp_07s.jpg,ear/ear_09s.jpg,chocolate/chocolate_02s.jpg,ear/ear_07s.jpg,cheese/cheese_13s.jpg,wine/wine_05s.jpg,pillow/pillow_08s.jpg,hat/hat_03s.jpg,television/television_02n.jpg,motorcycle/motorcycle_11s.jpg,cheese/cheese_14n.jpg,hat/hat_08s.jpg,wheelchair/wheelchair_10n.jpg,flamingo/flamingo_07s.jpg,bandage/bandage_06s.jpg
0,blocked_4_b4.png,broccoli/broccoli_10s.jpg,apple/apple_04s.jpg,television/television_03s.jpg,banana/banana_02s.jpg,car/car_04s.jpg,wine/wine_14s.jpg,butterfly/butterfly_05s.jpg,wasp/wasp_10s.jpg,cactus/cactus_08n.jpg,bandage/bandage_11s.jpg,broccoli/broccoli_05s.jpg,wheelchair/wheelchair_07n.jpg,knife/knife_15s.jpg,overalls/overalls_12s.jpg,motorcycle/motorcycle_12s.jpg,wheelchair/wheelchair_11n.jpg
0,blocked_5_b4.png,flamingo/flamingo_12s.jpg,cactus/cactus_09n.jpg,sword/sword_11s.jpg,banana/banana_13s.jpg,apple/apple_08s.jpg,television/television_02n.jpg,carrot/carrot_09s.jpg,knife/knife_06s.jpg,box/box_08s.jpg,flamingo/flamingo_12s.jpg,apple/apple_10s.jpg,flamingo/flamingo_22s.jpg,duck/duck_01b.jpg,overalls/overalls_06s.jpg,robot/robot_06s.jpg,box/box_01b.jpg
0,blocked_6_b4.png,dog/dog_07s.jpg,broccoli/broccoli_04s.jpg,bandage/bandage_11s.jpg,basketball/basketball_13s.jpg,dog/dog_06s.jpg,basketball/basketball_09s.jpg,skirt/skirt_06s.jpg,guitar/guitar_12s.jpg,pillow/pillow_03s.jpg,computer/computer_06n.jpg,motorcycle/motorcycle_01b.jpg,stapler/stapler_01b.jpg,stapler/stapler_08s.jpg,wine/wine_19s.jpg,bandage/bandage_02s.jpg,cheese/cheese_11s.jpg
0,blocked_7_b4.png,wheelchair/wheelchair_08s.jpg,cactus/cactus_06s.jpg,carrot/carrot_12s.jpg,hockey_stick/hockey_stick_10s.jpg,flamingo/flamingo_07s.jpg,skirt/skirt_03s.jpg,butterfly/butterfly_12n.jpg,cactus/cactus_05n.jpg,cheese/cheese_10s.jpg,skirt/skirt_13s.jpg,wine/wine_06s.jpg,wine/wine_26s.jpg,hockey_stick/hockey_stick_02s.jpg,gun/gun_10s.jpg,chair/chair_02s.jpg,flamingo/flamingo_02s.jpg
0,blocked_8_b4.png,motorcycle/motorcycle_08s.jpg,cow/cow_14n.jpg,cactus/cactus_04s.jpg,carrot/carrot_08n.jpg,guitar/guitar_11s.jpg,guitar/guitar_02s.jpg,microwave/microwave_04s.jpg,candle/candle_03n.jpg,table/table_11s.jpg,basketball/basketball_01b.jpg,wine/wine_09s.jpg,duck/duck_13s.jpg,tree/tree_10s.jpg,butterfly/butterfly_05s.jpg,wheelchair/wheelchair_11n.jpg,sword/sword_02s.jpg
0,blocked_9_b4.png,chocolate/chocolate_10s.jpg,pillow/pillow_13n.jpg,robot/robot_14s.jpg,wasp/wasp_05s.jpg,wheel/wheel_08s.jpg,table/table_02s.jpg,computer/computer_07s.jpg,sword/sword_02s.jpg,wine/wine_01b.jpg,wheel/wheel_12s.jpg,chair/chair_01b.jpg,box/box_11s.jpg,tree/tree_11s.jpg,cactus/cactus_06s.jpg,chocolate/chocolate_04n.jpg,car/car_05s.jpg
