,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,microwave/microwave_07s.jpg,tree/tree_01b.jpg,skirt/skirt_05s.jpg,yo-yo/yo-yo_13s.jpg,wheel/wheel_03s.jpg,ladder/ladder_01b.jpg,television/television_01b.jpg,television/television_09s.jpg,wine/wine_14s.jpg,sword/sword_07s.jpg,motorcycle/motorcycle_12s.jpg,overalls/overalls_01s.jpg,scarf/scarf_10s.jpg,screwdriver/screwdriver_03s.jpg,knife/knife_11s.jpg,tree/tree_10s.jpg
0,blocked_1_b4.png,carrot/carrot_07s.jpg,cactus/cactus_03s.jpg,chair/chair_02s.jpg,ladder/ladder_11s.jpg,coffee/coffee_03s.jpg,hat/hat_02s.jpg,wheel/wheel_10s.jpg,wine/wine_20s.jpg,motorcycle/motorcycle_03s.jpg,sword/sword_03s.jpg,wheelchair/wheelchair_07n.jpg,apple/apple_09s.jpg,ice_cream/ice_cream_07s.jpg,dog/dog_08s.jpg,car/car_07s.jpg,piano/piano_10n.jpg
0,blocked_2_b4.png,gun/gun_08n.jpg,piano/piano_02n.jpg,wheel/wheel_08s.jpg,television/television_08s.jpg,ice_cream/ice_cream_08s.jpg,wasp/wasp_08s.jpg,gun/gun_01b.jpg,corkscrew/corkscrew_12s.jpg,pillow/pillow_02s.jpg,hat/hat_12s.jpg,guitar/guitar_11s.jpg,tree/tree_08s.jpg,car/car_09s.jpg,car/car_01b.jpg,wheelchair/wheelchair_05s.jpg,skirt/skirt_03s.jpg
0,blocked_3_b4.png,tree/tree_02s.jpg,robot/robot_04s.jpg,hockey_stick/hockey_stick_01b.jpg,flamingo/flamingo_05s.jpg,nose/nose_07s.jpg,ear/ear_11s.jpg,butterfly/butterfly_05s.jpg,table/table_04s.jpg,ladder/ladder_05s.jpg,wasp/wasp_06s.jpg,yo-yo/yo-yo_05s.jpg,chair/chair_01b.jpg,coffee/coffee_12s.jpg,corkscrew/corkscrew_08n.jpg,television/television_05s.jpg,wine/wine_17s.jpg
0,blocked_4_b4.png,pillow/pillow_11s.jpg,carrot/carrot_03s.jpg,robot/robot_03n.jpg,gun/gun_11s.jpg,yo-yo/yo-yo_06s.jpg,guitar/guitar_01b.jpg,candle/candle_08n.jpg,chocolate/chocolate_09s.jpg,knife/knife_10s.jpg,wine/wine_03s.jpg,bandage/bandage_12s.jpg,dog/dog_06s.jpg,flamingo/flamingo_01b.jpg,yo-yo/yo-yo_06s.jpg,screwdriver/screwdriver_11s.jpg,car/car_11s.jpg
0,blocked_5_b4.png,pizza/pizza_13n.jpg,pillow/pillow_08s.jpg,wheel/wheel_06s.jpg,robot/robot_14s.jpg,screwdriver/screwdriver_07s.jpg,motorcycle/motorcycle_13s.jpg,candle/candle_12n.jpg,bandage/bandage_09s.jpg,guitar/guitar_06s.jpg,nose/nose_02s.jpg,flamingo/flamingo_20s.jpg,ear/ear_07s.jpg,duck/duck_06s.jpg,ice_cream/ice_cream_08s.jpg,chocolate/chocolate_11s.jpg,hat/hat_12s.jpg
0,blocked_6_b4.png,wine/wine_05s.jpg,wine/wine_03s.jpg,yo-yo/yo-yo_10s.jpg,hockey_stick/hockey_stick_10s.jpg,bandage/bandage_05s.jpg,robot/robot_14s.jpg,chair/chair_06s.jpg,nose/nose_03s.jpg,microwave/microwave_11s.jpg,chair/chair_11s.jpg,broccoli/broccoli_12s.jpg,wasp/wasp_06s.jpg,guitar/guitar_06s.jpg,apple/apple_09s.jpg,chair/chair_09s.jpg,skirt/skirt_11s.jpg
0,blocked_7_b4.png,wine/wine_10s.jpg,basketball/basketball_03s.jpg,duck/duck_13s.jpg,tree/tree_03s.jpg,wasp/wasp_01b.jpg,robot/robot_04s.jpg,yo-yo/yo-yo_04s.jpg,ladder/ladder_10s.jpg,corkscrew/corkscrew_04s.jpg,motorcycle/motorcycle_03s.jpg,carrot/carrot_07s.jpg,bandage/bandage_08s.jpg,bandage/bandage_04s.jpg,skirt/skirt_11s.jpg,butterfly/butterfly_09s.jpg,motorcycle/motorcycle_07s.jpg
0,blocked_8_b4.png,paperclip/paperclip_13n.jpg,guitar/guitar_10s.jpg,cheese/cheese_04s.jpg,wheel/wheel_09s.jpg,broccoli/broccoli_07s.jpg,guitar/guitar_03s.jpg,carrot/carrot_05s.jpg,banana/banana_12s.jpg,wasp/wasp_14s.jpg,box/box_09s.jpg,bandage/bandage_11s.jpg,sword/sword_02s.jpg,dog/dog_05s.jpg,dog/dog_10s.jpg,nose/nose_10s.jpg,piano/piano_06n.jpg
0,blocked_9_b4.png,microwave/microwave_01b.jpg,robot/robot_12s.jpg,chocolate/chocolate_05s.jpg,wine/wine_16s.jpg,banana/banana_12s.jpg,wine/wine_06s.jpg,ice_cream/ice_cream_09s.jpg,car/car_07s.jpg,pillow/pillow_05s.jpg,basketball/basketball_09s.jpg,chair/chair_01b.jpg,flamingo/flamingo_18s.jpg,car/car_02s.jpg,paperclip/paperclip_03s.jpg,banana/banana_13s.jpg,apple/apple_07s.jpg
