,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,wine/wine_09s.jpg,overalls/overalls_08s.jpg,duck/duck_12s.jpg,ladder/ladder_11s.jpg,hat/hat_09s.jpg,wasp/wasp_15n.jpg,table/table_03s.jpg,bucket/bucket_07s.jpg,yo-yo/yo-yo_03s.jpg,tree/tree_02s.jpg,wasp/wasp_09n.jpg,computer/computer_06n.jpg,butterfly/butterfly_14n.jpg,broccoli/broccoli_10s.jpg,broccoli/broccoli_03s.jpg,television/television_10n.jpg
0,blocked_1_b4.png,overalls/overalls_03s.jpg,bandage/bandage_01b.jpg,skirt/skirt_02s.jpg,television/television_08s.jpg,broccoli/broccoli_04s.jpg,microwave/microwave_03s.jpg,wasp/wasp_03s.jpg,hockey_stick/hockey_stick_10s.jpg,carrot/carrot_05s.jpg,dog/dog_04s.jpg,wheel/wheel_09s.jpg,carrot/carrot_12s.jpg,broccoli/broccoli_13s.jpg,hockey_stick/hockey_stick_07s.jpg,table/table_02s.jpg,banana/banana_07s.jpg
0,blocked_2_b4.png,wine/wine_08s.jpg,apple/apple_11s.jpg,microwave/microwave_11s.jpg,basketball/basketball_03s.jpg,knife/knife_12s.jpg,computer/computer_01b.jpg,bucket/bucket_02n.jpg,license_plate/license_plate_01b.jpg,ice_cream/ice_cream_10s.jpg,hat/hat_01b.jpg,screwdriver/screwdriver_11s.jpg,guitar/guitar_01b.jpg,table/table_04s.jpg,banana/banana_02s.jpg,table/table_05s.jpg,coffee/coffee_13s.jpg
0,blocked_3_b4.png,banana/banana_03s.jpg,duck/duck_02s.jpg,candle/candle_03n.jpg,wasp/wasp_12s.jpg,piano/piano_04n.jpg,wine/wine_03s.jpg,banana/banana_01b.jpg,box/box_07s.jpg,hockey_stick/hockey_stick_12s.jpg,hat/hat_11s.jpg,yo-yo/yo-yo_03s.jpg,banana/banana_09s.jpg,nose/nose_08s.jpg,basketball/basketball_07s.jpg,box/box_02s.jpg,carrot/carrot_07s.jpg
0,blocked_4_b4.png,dog/dog_01b.jpg,candle/candle_02n.jpg,piano/piano_02n.jpg,pillow/pillow_07s.jpg,ice_cream/ice_cream_10s.jpg,butterfly/butterfly_10s.jpg,box/box_01b.jpg,wine/wine_12s.jpg,carrot/carrot_09s.jpg,ice_cream/ice_cream_07s.jpg,butterfly/butterfly_04s.jpg,overalls/overalls_07s.jpg,wine/wine_07s.jpg,flamingo/flamingo_05s.jpg,wheelchair/wheelchair_02s.jpg,microwave/microwave_01b.jpg
0,blocked_5_b4.png,guitar/guitar_08s.jpg,car/car_07s.jpg,coffee/coffee_02s.jpg,refrigerator/refrigerator_12s.jpg,basketball/basketball_12s.jpg,refrigerator/refrigerator_05s.jpg,hockey_stick/hockey_stick_04s.jpg,box/box_09s.jpg,refrigerator/refrigerator_11s.jpg,apple/apple_06s.jpg,tree/tree_06s.jpg,ladder/ladder_14s.jpg,car/car_05s.jpg,pizza/pizza_07s.jpg,car/car_09s.jpg,candle/candle_09n.jpg
0,blocked_6_b4.png,tree/tree_12s.jpg,flamingo/flamingo_17s.jpg,chocolate/chocolate_01b.jpg,candle/candle_01b.jpg,yo-yo/yo-yo_03s.jpg,broccoli/broccoli_07s.jpg,tree/tree_06s.jpg,guitar/guitar_06s.jpg,box/box_11s.jpg,guitar/guitar_15n.jpg,box/box_03s.jpg,candle/candle_04n.jpg,butterfly/butterfly_08s.jpg,dog/dog_04s.jpg,robot/robot_14s.jpg,screwdriver/screwdriver_12s.jpg
0,blocked_7_b4.png,bucket/bucket_11s.jpg,bucket/bucket_05s.jpg,car/car_11s.jpg,guitar/guitar_11s.jpg,skirt/skirt_11s.jpg,refrigerator/refrigerator_10s.jpg,candle/candle_06n.jpg,bucket/bucket_12s.jpg,ear/ear_11s.jpg,motorcycle/motorcycle_11s.jpg,tree/tree_05s.jpg,screwdriver/screwdriver_13s.jpg,knife/knife_13s.jpg,car/car_07s.jpg,butterfly/butterfly_12n.jpg,duck/duck_02s.jpg
0,blocked_8_b4.png,bucket/bucket_12s.jpg,ladder/ladder_05s.jpg,wine/wine_13s.jpg,microwave/microwave_01b.jpg,chair/chair_09s.jpg,coffee/coffee_14s.jpg,pizza/pizza_03s.jpg,license_plate/license_plate_05s.jpg,box/box_11s.jpg,basketball/basketball_01b.jpg,refrigerator/refrigerator_05s.jpg,coffee/coffee_02s.jpg,computer/computer_10n.jpg,wine/wine_01b.jpg,piano/piano_08n.jpg,car/car_07s.jpg
0,blocked_9_b4.png,screwdriver/screwdriver_12s.jpg,bandage/bandage_06s.jpg,chair/chair_02s.jpg,box/box_12s.jpg,coffee/coffee_09s.jpg,dog/dog_08s.jpg,dog/dog_10s.jpg,coffee/coffee_07s.jpg,cow/cow_06n.jpg,robot/robot_11s.jpg,ear/ear_07s.jpg,license_plate/license_plate_09s.jpg,dog/dog_09s.jpg,nose/nose_09s.jpg,license_plate/license_plate_02s.jpg,chocolate/chocolate_09s.jpg
