,mask_name,0_0,0_1,0_2,0_3,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,3_0,3_1,3_2,3_3
0,blocked_0_b4.png,knife/knife_10s.jpg,yo-yo/yo-yo_06s.jpg,wasp/wasp_01b.jpg,computer/computer_12s.jpg,yo-yo/yo-yo_05s.jpg,scarf/scarf_13s.jpg,scarf/scarf_10s.jpg,ice_cream/ice_cream_10s.jpg,stapler/stapler_02s.jpg,cow/cow_10s.jpg,paperclip/paperclip_05s.jpg,nose/nose_05s.jpg,robot/robot_05s.jpg,wheel/wheel_11s.jpg,skirt/skirt_14s.jpg,skirt/skirt_06s.jpg
0,blocked_1_b4.png,piano/piano_10n.jpg,ice_cream/ice_cream_01b.jpg,table/table_03s.jpg,hat/hat_01b.jpg,motorcycle/motorcycle_14n.jpg,corkscrew/corkscrew_01b.jpg,hat/hat_01b.jpg,dog/dog_05s.jpg,flamingo/flamingo_12s.jpg,coffee/coffee_10s.jpg,microwave/microwave_08s.jpg,cheese/cheese_13s.jpg,gun/gun_07n.jpg,ladder/ladder_05s.jpg,license_plate/license_plate_03s.jpg,dog/dog_07s.jpg
0,blocked_2_b4.png,refrigerator/refrigerator_02s.jpg,basketball/basketball_06s.jpg,motorcycle/motorcycle_15n.jpg,robot/robot_13s.jpg,pillow/pillow_10s.jpg,wine/wine_24s.jpg,sword/sword_10s.jpg,wine/wine_03s.jpg,ear/ear_09s.jpg,guitar/guitar_08s.jpg,apple/apple_06s.jpg,cheese/cheese_14n.jpg,broccoli/broccoli_04s.jpg,paperclip/paperclip_03s.jpg,cheese/cheese_07s.jpg,table/table_03s.jpg
0,blocked_3_b4.png,screwdriver/screwdriver_12s.jpg,ear/ear_12s.jpg,banana/banana_05s.jpg,ear/ear_04s.jpg,ear/ear_02s.jpg,wine/wine_18s.jpg,candle/candle_02n.jpg,cheese/cheese_13s.jpg,knife/knife_09s.jpg,corkscrew/corkscrew_07s.jpg,corkscrew/corkscrew_05s.jpg,microwave/microwave_02s.jpg,microwave/microwave_11s.jpg,wine/wine_10s.jpg,television/television_09s.jpg,overalls/overalls_03s.jpg
0,blocked_4_b4.png,skirt/skirt_12s.jpg,broccoli/broccoli_06s.jpg,ice_cream/ice_cream_03s.jpg,broccoli/broccoli_01b.jpg,pizza/pizza_12s.jpg,hat/hat_11s.jpg,banana/banana_09s.jpg,sword/sword_11s.jpg,bandage/bandage_11s.jpg,wasp/wasp_10s.jpg,chocolate/chocolate_07s.jpg,paperclip/paperclip_07s.jpg,cow/cow_07s.jpg,candle/candle_01b.jpg,screwdriver/screwdriver_08s.jpg,skirt/skirt_09s.jpg
0,blocked_5_b4.png,knife/knife_04s.jpg,chair/chair_01b.jpg,piano/piano_08n.jpg,coffee/coffee_14s.jpg,dog/dog_06s.jpg,refrigerator/refrigerator_06s.jpg,banana/banana_09s.jpg,broccoli/broccoli_03s.jpg,ladder/ladder_08s.jpg,television/television_06s.jpg,paperclip/paperclip_08s.jpg,duck/duck_04s.jpg,flamingo/flamingo_15s.jpg,television/television_13s.jpg,basketball/basketball_01b.jpg,broccoli/broccoli_05s.jpg
0,blocked_6_b4.png,coffee/coffee_04s.jpg,wheelchair/wheelchair_09n.jpg,pizza/pizza_09s.jpg,stapler/stapler_05s.jpg,pizza/pizza_12s.jpg,television/television_08s.jpg,computer/computer_02s.jpg,wine/wine_03s.jpg,nose/nose_10s.jpg,nose/nose_10s.jpg,piano/piano_08n.jpg,stapler/stapler_04s.jpg,ear/ear_09s.jpg,computer/computer_03n.jpg,skirt/skirt_04s.jpg,stapler/stapler_02s.jpg
0,blocked_7_b4.png,ladder/ladder_12s.jpg,paperclip/paperclip_04s.jpg,scarf/scarf_10s.jpg,gun/gun_02s.jpg,gun/gun_07n.jpg,knife/knife_02s.jpg,wheelchair/wheelchair_10n.jpg,screwdriver/screwdriver_03s.jpg,microwave/microwave_08s.jpg,car/car_05s.jpg,ladder/ladder_05s.jpg,ice_cream/ice_cream_10s.jpg,pizza/pizza_15n.jpg,cow/cow_04s.jpg,butterfly/butterfly_01b.jpg,pizza/pizza_02s.jpg
0,blocked_8_b4.png,wine/wine_16s.jpg,bucket/bucket_07s.jpg,robot/robot_11s.jpg,knife/knife_09s.jpg,wine/wine_14s.jpg,flamingo/flamingo_20s.jpg,screwdriver/screwdriver_12s.jpg,duck/duck_05s.jpg,candle/candle_09n.jpg,ear/ear_03s.jpg,gun/gun_10s.jpg,ear/ear_10s.jpg,cheese/cheese_11s.jpg,car/car_07s.jpg,scarf/scarf_12s.jpg,butterfly/butterfly_05s.jpg
0,blocked_9_b4.png,corkscrew/corkscrew_07s.jpg,coffee/coffee_09s.jpg,flamingo/flamingo_13s.jpg,tree/tree_11s.jpg,flamingo/flamingo_11s.jpg,car/car_07s.jpg,robot/robot_01b.jpg,skirt/skirt_08s.jpg,cow/cow_12s.jpg,cactus/cactus_06s.jpg,skirt/skirt_03s.jpg,screwdriver/screwdriver_07s.jpg,robot/robot_07s.jpg,scarf/scarf_12s.jpg,skirt/skirt_09s.jpg,cow/cow_08s.jpg
